customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8620-RJPZN,0,0,0,0,0.4264026973998779,1,0,2,1,1,1,1,1,1,0,0,2,0.024378109452736385,0.0002192476344334282,0
7572-KPVKK,1,0,0,1,0.855072463768116,1,2,1,0,0,2,2,2,2,2,1,2,0.8537313432835821,0.7583314101084699,0
2642-MAWLJ,0,0,1,1,0.4782608695652173,1,0,2,1,1,1,1,1,1,2,0,0,0.01990049751243783,0.08067735979690743,0
2357-COQEK,0,0,0,0,0.3623188405797101,1,2,1,0,0,2,2,2,2,0,1,2,0.8462686567164179,0.3313927994461112,1
7103-ZGVNT,0,0,1,1,0.9565217391304347,1,2,0,2,2,0,2,2,0,1,0,1,0.5517412935323384,0.5616258942995616,0
3737-GCSPV,0,0,1,0,0.11594202898550722,1,2,1,2,0,0,2,2,0,0,1,1,0.7756218905472638,0.13884721901684743,1
2027-WKXMW,0,0,1,0,0.8695652173913043,1,2,1,0,2,2,2,2,2,0,1,2,0.900497512437811,0.7907800600046156,0
7137-NAXML,1,0,0,0,0.28985507246376807,1,0,2,1,1,1,1,1,1,1,0,0,0.018905472636815968,0.04463420263097159,0
2428-ZMCTB,1,0,0,0,0.1014492753623188,1,0,2,1,1,1,1,1,1,0,0,1,0.014925373134328401,0.02186129702284792,0
2961-VNFKL,0,0,1,0,0.9855072463768115,1,2,2,1,1,1,1,1,1,2,1,1,0.07661691542288562,0.2057581352411724,0
1768-HNVGJ,0,0,0,0,0.6086956521739131,1,2,0,2,0,0,2,0,2,0,1,2,0.5154228855721393,0.3512174013385645,0
6963-KQYQB,0,0,1,1,0.9710144927536231,1,2,2,1,1,1,1,1,1,2,0,3,0.05771144278606971,0.20147126702054002,0
5934-RMPOV,0,0,0,1,0.2753623188405797,1,2,1,0,0,0,0,0,2,0,1,2,0.6616915422885572,0.20747172859450724,0
1207-BLKSA,0,0,1,1,0.7101449275362318,1,2,2,1,1,1,1,1,1,2,0,3,0.04776119402985074,0.14266097392107083,0
4088-YLDSU,1,0,1,0,0.753623188405797,1,2,1,0,0,2,2,2,2,1,1,2,0.8547263681592041,0.6605411954765752,1
8316-BBQAY,0,0,0,0,0.898550724637681,1,1,0,2,0,2,2,2,2,2,0,1,0.4149253731343284,0.4503000230786983,0
1166-PQLGG,0,0,1,1,0.9999999999999999,1,0,2,1,1,1,1,1,1,2,0,0,0.012935323383084618,0.16670320793907223,0
3146-JTQHR,1,0,1,0,0.1014492753623188,1,0,2,1,1,1,1,1,1,1,0,0,0.01343283582089555,0.019691899376875127,0
4291-YZODP,0,0,0,1,0.05797101449275363,1,0,2,1,1,1,1,1,1,1,0,3,0.017910447761194104,0.009000692360950857,0
4395-PZMSN,1,0,0,0,0.02898550724637681,1,0,1,0,2,0,0,0,2,0,1,2,0.6696517412935323,0.04496884375721208,0
6427-FEFIG,0,0,1,1,0.30434782608695643,1,2,0,2,0,2,0,2,2,2,0,1,0.6004975124378109,0.21092199399953843,0
0017-IUDMW,0,0,1,1,0.9999999999999999,1,2,1,2,2,2,2,2,2,2,1,1,0.9805970149253731,0.9736845141933995,0
8706-HRADD,1,0,0,0,0.26086956521739124,1,1,0,2,0,0,2,2,0,0,1,3,0.2517412935323383,0.11455111931687051,0
9955-QOPOY,1,0,1,0,0.9565217391304347,1,1,0,0,2,2,2,2,2,1,1,1,0.42338308457711443,0.48979921532425563,0
4385-ZKVNW,1,0,1,1,0.5942028985507247,1,0,0,0,2,0,2,0,0,0,1,0,0.36467661691542286,0.29198015231940916,0
5446-DKWYW,0,0,1,1,0.8405797101449275,1,2,0,0,0,2,0,2,0,1,1,2,0.46716417910447766,0.4553715670436187,0
2034-CGRHZ,1,0,0,0,0.30434782608695643,1,2,1,0,2,2,0,2,2,0,1,1,0.8427860696517413,0.28593353334871907,1
5797-APWZC,0,0,0,0,0.4264026973998779,1,0,1,0,0,0,0,2,2,0,0,2,0.7199004975124377,0.008285252711747071,1
3683-QKIUE,0,0,0,0,0.04347826086956521,1,0,0,0,0,0,2,0,0,0,1,0,0.3238805970149254,0.03106969766905146,1
4228-ZGYUW,1,0,0,0,0.01449275362318841,1,2,1,0,2,0,0,0,2,0,1,2,0.7144278606965173,0.04030694668820675,1
9031-ZVQPT,1,0,1,0,0.9999999999999999,1,2,1,0,2,2,2,2,2,2,1,2,0.8950248756218906,0.9025848142164783,0
2990-IAJSV,1,0,0,0,0.9999999999999999,1,2,0,2,2,2,2,2,2,2,0,0,0.7338308457711442,0.7632067851373183,0
8107-KNCIM,1,0,1,0,0.15942028985507245,1,2,1,0,0,0,0,0,0,0,1,2,0.5656716417910448,0.11476459727671356,0
9027-YFHQJ,1,0,0,0,0.05797101449275363,1,2,2,1,1,1,1,1,1,0,1,0,0.06766169154228857,0.015480036925917373,0
5176-LDKUH,0,0,0,0,0.6521739130434782,1,0,1,0,2,0,0,0,0,1,0,2,0.5661691542288558,0.43316985921994,0
4644-OBGFZ,1,0,1,1,0.753623188405797,1,0,2,1,1,1,1,1,1,1,0,3,0.01243781094527363,0.11626471267020538,0
7926-IJOOU,1,0,0,0,0.4264026973998779,1,0,2,1,1,1,1,1,1,0,0,1,0.010447761194029848,5.769674590355711e-05,0
6480-YAGIY,1,0,0,0,0.6086956521739131,1,0,1,2,2,2,2,2,2,1,0,1,0.9348258706467663,0.5784733441033927,0
4029-HPFVY,1,0,0,0,0.48236602175280147,1,0,1,0,0,0,0,0,0,0,1,3,0.517910447761194,0.023263327948303714,0
7602-DBTOU,0,0,1,0,0.9855072463768115,1,0,2,1,1,1,1,1,1,2,0,3,0.01343283582089555,0.16128548349873068,0
5345-BMKWB,1,0,1,0,0.07246376811594202,1,0,2,1,1,1,1,1,1,0,0,3,0.01990049751243783,0.016103161781675507,0
3519-ZKXGG,0,0,1,0,0.48236602175280147,1,2,1,0,0,0,0,0,0,0,1,2,0.5731343283582089,0.027440572351719345,1
5457-COLHT,1,0,1,1,0.9565217391304347,1,0,0,2,2,0,2,2,2,2,0,0,0.6208955223880598,0.6374048003692592,0
6416-TVAIH,1,0,1,1,0.4264026973998779,1,0,1,0,0,0,0,0,0,0,1,2,0.5,0.005735056542810979,1
5451-YHYPW,0,0,1,0,0.9999999999999999,1,2,1,2,2,2,2,2,2,2,1,1,0.9701492537313432,0.9721786291253174,0
5108-ADXWO,1,0,0,0,0.11594202898550722,1,0,1,2,0,0,0,0,0,0,1,2,0.5497512437810945,0.08919339949226862,1
7998-WNZEM,1,0,0,0,0.9855072463768115,1,2,0,2,2,2,2,0,2,2,0,0,0.6203980099502487,0.656519732287099,0
3066-RRJIO,0,0,0,0,0.4264026973998779,1,0,1,0,0,0,0,0,0,0,1,3,0.5144278606965175,0.0059023771059312224,1
4664-NJCMS,0,0,1,0,0.43478260869565205,1,1,0,2,0,2,2,2,2,2,0,0,0.4109452736318408,0.2304984998846065,0
0307-BCOPK,0,0,0,0,0.18840579710144925,1,0,2,1,1,1,1,1,1,1,0,3,0.007960199004975133,0.035523886452804077,0
7629-WFGLW,0,0,1,0,0.7681159420289856,1,2,1,2,2,2,2,0,0,1,0,2,0.7701492537313435,0.6292349411493192,0
2542-HYGIQ,0,0,0,0,0.4264026973998779,1,0,2,1,1,1,1,1,1,0,0,1,0.01691542288557224,0.00013270251557806478,0
6715-OFDBP,1,0,0,0,0.02898550724637681,1,0,0,0,0,2,0,2,2,0,1,2,0.5154228855721393,0.03780290791599353,1
5016-LIPDW,1,0,1,1,0.782608695652174,1,0,2,1,1,1,1,1,1,1,0,3,0.011442786069651767,0.1203323332564043,0
6481-LXPWL,1,0,1,1,0.7681159420289856,1,1,0,0,2,2,0,0,0,1,1,1,0.17761194029850752,0.22532887145165012,0
1567-DSCIC,1,0,0,0,0.07246376811594202,1,2,1,0,2,2,0,2,0,0,1,2,0.7537313432835822,0.08710477729056082,1
2150-UWTFY,0,0,1,1,0.2753623188405797,1,0,0,2,2,2,0,0,0,0,0,3,0.42686567164179107,0.16192591737825984,1
6124-ACRHJ,0,0,0,0,0.4264026973998779,1,0,2,1,1,1,1,1,1,0,0,3,0.014925373134328401,0.00010962381721668635,0
9362-MWODR,0,0,0,1,0.5362318840579711,1,0,0,2,0,0,2,2,0,0,1,1,0.45621890547263677,0.2817389799215324,0
9975-GPKZU,1,0,1,1,0.6231884057971014,1,0,2,1,1,1,1,1,1,2,0,1,0.014925373134328401,0.09666512808677588,0
9625-RZFUK,1,0,1,1,0.8695652173913043,1,0,2,1,1,1,1,1,1,2,0,3,0.01442786069651747,0.1450553888760674,0
5153-LXKDT,1,0,1,1,0.9420289855072463,1,2,1,2,2,2,0,2,2,2,1,2,0.9149253731343283,0.8595315024232634,0
5161-UBZXI,1,0,1,1,0.9565217391304347,1,0,1,2,2,0,2,2,2,2,1,1,0.8766169154228856,0.8357892914839603,0
1020-JPQOW,0,0,1,0,0.7681159420289856,1,2,1,0,2,2,2,0,0,0,0,2,0.7194029850746269,0.5882529425340411,0
7919-ZODZZ,0,0,1,1,0.1014492753623188,1,0,0,0,2,2,0,0,2,1,1,3,0.47412935323383093,0.07399607662127855,0
0565-JUPYD,1,0,0,0,0.8695652173913043,1,2,1,2,2,2,2,2,0,1,0,1,0.8582089552238806,0.758366028156012,0
6867-ACCZI,0,0,1,1,0.30434782608695643,1,1,0,2,2,2,2,0,2,2,1,3,0.34079601990049757,0.1372432494807293,0
5939-XAIXZ,0,0,0,0,0.2318840579710145,1,2,0,0,0,2,0,0,0,0,1,3,0.3766169154228856,0.1171359335333487,0
9054-FOWNV,1,0,1,1,0.2753623188405797,1,2,1,0,0,2,0,2,0,0,1,2,0.7014925373134329,0.21536464343411033,0
2683-BPJSO,1,0,1,0,0.3768115942028985,1,2,1,2,2,0,0,0,0,0,1,2,0.6587064676616916,0.28251788599123007,1
2157-MXBJS,1,0,1,0,0.14492753623188404,1,2,0,0,0,2,0,2,2,1,1,3,0.5676616915422885,0.11200669282252479,1
8207-VVMYB,0,0,1,0,0.9710144927536231,1,2,2,1,1,1,1,1,1,2,1,0,0.07711442786069655,0.22941957073621047,0
9732-EQMWY,0,0,1,0,0.6666666666666666,1,0,1,0,2,2,0,2,2,0,0,2,0.8074626865671642,0.5776828986845142,0
9360-AHGNL,0,0,1,0,0.5797101449275363,1,2,1,2,0,2,2,2,2,1,1,3,0.9084577114427861,0.5552100161550889,1
1087-UDSIH,0,0,0,0,0.48236602175280147,1,0,2,1,1,1,1,1,1,0,1,3,0.01343283582089555,0.004725363489499201,1
5269-NRGDP,1,0,1,1,0.5652173913043479,1,0,0,0,0,2,2,2,2,1,0,2,0.546268656716418,0.3541945534271867,0
6195-MELTI,1,0,0,0,0.782608695652174,1,0,0,0,2,0,2,0,0,1,1,3,0.3621890547263682,0.3595545811216247,0
5485-WUYWF,1,0,0,0,0.4661002186524596,1,0,0,2,0,2,0,2,0,0,0,0,0.47910447761194036,0.008741057004384989,1
2121-JAFOM,0,0,1,0,0.9999999999999999,1,2,1,2,2,2,2,2,2,2,1,1,0.9681592039800995,0.95702746365105,0
8818-DOPVL,0,0,0,0,0.6231884057971014,1,2,1,0,2,2,0,2,2,0,1,2,0.8577114427860697,0.5590872374798063,0
2632-UCGVD,1,0,1,0,0.9130434782608694,1,2,1,0,0,0,2,2,2,0,1,1,0.8139303482587066,0.7908031387029771,1
5445-PZWGX,1,0,0,0,0.855072463768116,1,2,1,2,2,0,2,0,2,1,0,2,0.8333333333333334,0.7512635587352874,1
1227-UDMZR,0,0,1,0,0.9999999999999999,1,2,0,2,2,2,2,2,2,2,1,0,0.7253731343283583,0.7638010616201246,0
5198-HQAEN,1,0,1,1,0.4637681159420289,1,0,1,0,2,0,2,2,0,1,1,2,0.7109452736318408,0.36312024001846294,0
9170-CCKOU,1,0,1,0,0.20289855072463767,1,2,1,2,2,2,0,0,0,0,0,1,0.7159203980099502,0.16563004846526655,1
2167-FQSTQ,0,0,1,0,0.9999999999999999,1,2,0,2,2,2,2,2,2,2,1,2,0.7378109452736319,0.7809023771059314,0
2819-GWENI,0,0,1,1,0.3623188405797101,1,0,2,1,1,1,1,1,1,1,0,3,0.016417910447761197,0.06048926840526192,0
1043-YCUTE,1,0,1,0,0.7681159420289856,1,2,2,1,1,1,1,1,1,2,1,1,0.06865671641791044,0.15097507500576968,1
3814-MLAXC,0,0,0,0,0.40579710144927533,1,2,1,0,0,0,2,0,0,0,1,1,0.6129353233830845,0.2752538656819755,1
3572-UUHRS,1,0,0,0,0.6086956521739131,1,0,2,1,1,1,1,1,1,1,0,0,0.005970149253731405,0.09791137779829215,0
2692-PFYTJ,0,0,0,0,0.4264026973998779,1,2,2,1,1,1,1,1,1,0,1,3,0.07462686567164184,0.0008019847680590941,0
1226-UDFZR,0,0,0,0,0.4661002186524596,1,0,0,0,2,0,0,0,0,0,1,3,0.3119402985074627,0.011066235864297225,1
5955-EPOAZ,0,0,0,0,0.04347826086956521,1,0,2,1,1,1,1,1,1,0,1,3,0.0268656716417911,0.010466189706900553,0
6821-JPCDC,0,0,1,0,0.6521739130434782,1,0,1,0,2,2,0,2,2,1,1,2,0.7840796019900498,0.5393664897299792,0
8815-LMFLX,1,0,1,1,0.3188405797101449,1,2,2,1,1,1,1,1,1,0,1,0,0.0711442786069652,0.06093353334871912,0
9135-HSWOC,1,0,1,1,0.8840579710144927,1,0,2,1,1,1,1,1,1,2,1,0,0.01442786069651747,0.14484768059081465,0
8582-KRHPJ,1,0,0,0,0.6811594202898551,1,1,0,2,2,0,0,0,0,0,1,3,0.16666666666666669,0.2035079621509347,0
5811-IWXYM,0,0,1,1,0.7101449275362318,1,2,1,0,0,2,0,2,2,1,0,0,0.8258706467661692,0.6095430417724441,0
7044-YAACC,1,0,1,0,0.01449275362318841,1,0,1,0,0,0,0,0,0,0,1,2,0.5169154228855721,0.03018116778213706,0
8189-XRIKE,0,0,0,0,0.4202898550724637,1,0,1,0,0,0,0,2,2,0,0,2,0.7233830845771145,0.33223517193630275,0
1506-YJTYT,1,0,1,1,0.6086956521739131,1,2,0,2,2,0,2,2,0,2,0,1,0.5532338308457712,0.3868220632356335,0
4123-DVHPH,1,0,1,0,0.08695652173913042,1,2,1,2,0,0,0,0,2,0,1,2,0.6945273631840796,0.09029540733902605,0
6425-YQLLO,0,0,1,0,0.9130434782608694,1,2,1,0,0,2,2,2,2,1,1,1,0.8726368159203981,0.8027290560812371,1
5442-UTCVD,1,0,0,1,0.48236602175280147,1,2,1,0,0,2,0,0,2,0,0,2,0.7323383084577113,0.02749249942303253,1
2228-BZDEE,0,0,0,0,0.7391304347826086,1,0,2,1,1,1,1,1,1,2,0,3,0.018407960199005036,0.12239210708516038,0
7734-DBOAI,0,0,1,1,0.4264026973998779,1,1,0,0,0,0,2,2,0,0,0,2,0.2174129353233831,0.0024578813754904116,1
2789-CZANW,0,0,1,1,0.8840579710144927,1,2,1,2,2,0,2,2,2,2,0,0,0.9159203980099502,0.8052734825755827,0
2091-RFFBA,0,0,0,0,0.40579710144927533,1,2,1,0,0,0,0,0,0,0,1,2,0.5537313432835822,0.25367528271405493,1
2114-MGINA,0,0,0,0,0.15942028985507245,1,0,1,0,0,0,0,2,2,0,1,3,0.7119402985074627,0.128121393953381,1
7596-LDUXP,0,0,0,0,0.13043478260869562,1,0,1,2,0,0,0,2,0,1,1,1,0.6656716417910449,0.11080660050773133,0
3740-RLMVT,1,0,1,0,0.927536231884058,1,0,0,2,2,0,2,0,0,1,1,0,0.42487562189054734,0.47318255250403873,0
4489-SNOJF,0,0,1,1,0.4637681159420289,1,2,0,2,0,2,2,2,0,0,0,2,0.5373134328358209,0.29422455573505657,1
2192-OZITF,0,0,0,0,0.6086956521739131,1,2,0,2,0,0,2,0,2,2,0,3,0.5502487562189055,0.38429494576505885,0
5651-CPDND,1,0,0,0,0.1014492753623188,1,0,0,0,0,0,0,0,0,0,0,3,0.27611940298507465,0.054615739672282476,0
2186-QZEYA,0,0,0,0,0.3768115942028985,1,2,0,2,2,0,0,0,0,0,1,0,0.4009950248756219,0.1961862450957766,0
1131-ALZWV,0,0,0,0,0.30434782608695643,1,2,2,1,1,1,1,1,1,1,0,0,0.06318407960199013,0.06767251327025156,0
7729-XBTWX,1,0,1,1,0.9130434782608694,1,0,2,1,1,1,1,1,1,2,1,3,0.014925373134328401,0.15297715208862217,0
9134-WYRVP,1,0,0,0,0.6956521739130435,1,0,1,2,0,0,0,2,0,1,0,3,0.6776119402985075,0.49023194091853217,0
3284-SVCRO,0,0,1,0,0.6086956521739131,1,2,2,1,1,1,1,1,1,2,0,3,0.07213930348258707,0.12719247634433417,0
9732-OUYRN,0,0,1,0,0.6666666666666666,1,0,2,1,1,1,1,1,1,1,0,1,0.007462686567164256,0.10384260327717515,0
0559-CKHUS,0,0,1,0,0.3768115942028985,1,0,2,1,1,1,1,1,1,2,1,3,0.012935323383084618,0.0580429263789522,0
2931-SVLTV,1,0,1,1,0.5362318840579711,1,2,1,2,2,0,2,2,2,0,1,1,0.9139303482587064,0.5135356565889684,0
6899-PPEEA,0,0,0,0,0.4927536231884056,1,2,1,0,0,0,0,2,2,0,1,2,0.7791044776119402,0.4109739210708516,1
7504-UWHNB,1,0,0,0,0.3188405797101449,1,0,1,0,0,0,0,0,0,0,0,2,0.5124378109452736,0.19738633741057005,0
2582-FFFZR,0,0,0,0,0.2753623188405797,1,1,0,0,0,2,0,2,2,0,1,2,0.3218905472636816,0.12168243711054694,0
8908-NMQTX,1,0,0,0,0.9999999999999999,1,1,0,2,2,2,2,2,2,2,1,0,0.4711442786069651,0.5247749826909762,0
2187-LZGPL,0,0,0,0,0.05797101449275363,1,1,0,0,2,0,0,0,2,0,1,1,0.2174129353233831,0.03167551350103853,1
1431-AIDJQ,1,0,1,1,0.43478260869565205,1,0,0,0,2,2,2,2,2,2,0,1,0.635323383084577,0.2982114008769905,0
6288-LBEAR,0,0,0,0,0.28985507246376807,1,0,1,0,2,0,2,0,0,0,1,3,0.6054726368159203,0.2036637433648742,0
4597-NUCQV,1,0,0,0,0.30434782608695643,1,2,1,0,2,0,0,2,2,0,1,2,0.8258706467661692,0.27940803138702974,1
9019-QVLZD,0,0,0,0,0.4264026973998779,1,0,1,0,0,0,0,2,0,0,0,2,0.609950248756219,0.007010154627279053,1
8413-YNHNV,1,0,0,0,0.9565217391304347,1,2,0,2,2,2,2,2,2,2,0,3,0.7203980099502487,0.7273597969074544,0
5808-TOTXO,0,0,0,1,0.48236602175280147,1,0,2,1,1,1,1,1,1,1,1,1,0.02288557213930348,0.004454188783752588,0
4369-NYSCF,1,0,0,0,0.7681159420289856,1,0,0,0,2,0,2,2,2,1,1,0,0.5721393034825871,0.4922513270251557,0
6333-YDVLT,1,0,0,0,0.898550724637681,1,2,1,2,0,2,2,2,2,1,1,1,0.9129353233830846,0.821584352642511,0
5324-KTGCG,1,0,1,0,0.9855072463768115,1,0,2,1,1,1,1,1,1,1,0,2,0.02587064676616918,0.17550773136395104,0
5599-HVLTW,0,0,0,0,0.15942028985507245,1,2,1,0,0,2,0,0,0,0,1,0,0.617910447761194,0.1199284560350796,0
7394-LWLYN,0,0,0,0,0.4661002186524596,1,0,1,0,0,0,0,0,0,0,1,2,0.5164179104477613,0.012116316639741526,0
3707-LRWZD,0,0,0,0,0.4202898550724637,1,2,1,0,0,0,0,2,0,1,0,2,0.6547263681592039,0.31883798753750286,1
6873-UDNLD,1,0,0,0,0.5362318840579711,1,0,0,2,0,2,0,0,2,0,0,2,0.4895522388059702,0.31297022847911377,0
2700-LUEVA,1,0,0,0,0.4264026973998779,1,0,2,1,1,1,1,1,1,0,0,1,0.024875621890547317,0.00022501730902374506,0
1455-ESIQH,1,0,0,0,0.4264026973998779,1,0,1,0,0,0,0,2,2,0,1,2,0.7049751243781094,0.008112162474036455,1
0958-YHXGP,0,0,0,0,0.05797101449275363,1,0,1,0,0,0,0,0,0,0,1,3,0.5139303482587065,0.055215785829679176,0
1101-SSWAG,0,0,1,0,0.17391304347826084,1,2,0,0,0,0,0,0,0,0,1,2,0.3268656716417911,0.07989268405261943,0
2979-SXESE,0,0,1,1,0.20289855072463767,1,2,1,2,0,2,0,2,0,0,0,2,0.7577114427860697,0.1832910223863374,1
4013-TLDHQ,1,0,0,0,0.2318840579710145,1,0,1,0,2,2,0,0,0,0,1,2,0.5970149253731344,0.16987652896376643,1
5743-KHMNA,1,0,0,0,0.9855072463768115,1,2,2,1,1,1,1,1,1,2,0,0,0.072636815920398,0.21685898915301174,0
4194-FJARJ,0,0,1,1,0.7391304347826086,1,2,0,2,0,0,2,0,0,2,0,0,0.41542288557213936,0.3756231248557581,0
5325-UWTWJ,1,0,1,0,0.40579710144927533,1,2,1,2,2,0,2,0,0,0,1,1,0.7194029850746269,0.33590468497576736,0
3969-GYXEL,0,0,0,0,0.11594202898550722,1,0,1,2,0,0,0,0,0,0,0,2,0.5786069651741295,0.09461112393261017,0
9208-OLGAQ,0,0,0,0,0.21739130434782603,1,0,1,0,0,2,0,0,2,0,1,2,0.663681592039801,0.1644184168012924,0
3244-CQPHU,0,0,0,0,0.9999999999999999,1,2,1,2,2,0,2,2,2,2,1,0,0.9139303482587064,0.891749365335795,0
2674-MLXMN,0,0,0,0,0.9855072463768115,1,2,1,0,2,0,0,2,2,0,1,1,0.809950248756219,0.7999480729286869,0
9708-HPXWZ,1,0,0,0,0.02898550724637681,1,1,0,0,0,2,2,2,0,0,0,1,0.27014925373134324,0.0226113547195938,0
6992-TKNYO,1,0,1,0,0.5072463768115942,1,2,0,0,0,2,2,0,2,1,0,1,0.5049751243781094,0.3058677590583891,0
4468-YDOVK,1,0,0,1,0.02898550724637681,1,0,0,0,0,0,2,0,0,0,1,0,0.3024875621890547,0.024971151627048216,0
3754-DXMRT,1,0,0,0,0.4661002186524596,1,0,0,0,0,0,0,0,0,0,1,2,0.2577114427860696,0.008521809369951505,1
5792-JALQC,0,0,0,0,0.7101449275362318,1,2,0,2,0,2,0,0,0,2,0,0,0.4139303482587065,0.35592545580429263,0
7130-VTEWQ,0,0,0,0,0.07246376811594202,1,2,1,0,0,0,0,0,0,0,1,2,0.5721393034825871,0.06778790676205859,1
2200-DSAAL,0,0,0,0,0.9420289855072463,1,2,0,0,2,2,0,2,2,2,1,2,0.6208955223880598,0.6129009923840295,0
4302-ZYFEL,1,0,1,1,0.9565217391304347,1,0,2,1,1,1,1,1,1,1,1,1,0.02288557213930348,0.15973921070851602,0
9351-LZYGF,0,0,1,0,0.5652173913043479,1,2,0,2,2,0,2,0,0,0,1,1,0.47910447761194036,0.3126009693053312,0
4366-CTOUZ,0,0,0,0,0.6811594202898551,1,0,1,0,2,0,2,2,2,2,1,3,0.8154228855721394,0.5792349411493192,0
6121-VZNQB,0,0,0,0,0.4264026973998779,1,0,2,1,1,1,1,1,1,0,1,3,0.008457711442786175,3.4618047542123165e-05,1
7903-CMPEY,1,0,1,0,0.4264026973998779,1,2,1,2,0,0,0,0,0,0,1,2,0.617412935323383,0.007096699746134305,1
1518-OMDIK,1,0,1,0,0.43478260869565205,1,0,0,0,0,0,0,0,0,0,1,1,0.2616915422885572,0.1666051234710362,0
6671-NGWON,0,0,0,0,0.05797101449275363,1,0,2,1,1,1,1,1,1,0,0,3,0.02089552238805975,0.01520886222017076,0
0595-ITUDF,1,0,1,1,0.8840579710144927,1,2,1,2,2,2,0,0,0,0,1,2,0.7318407960199005,0.6856335102700208,0
6996-KNSML,0,0,0,0,0.4264026973998779,1,0,1,0,0,2,0,0,0,0,1,2,0.5636815920398011,0.006473574890376199,1
1955-IBMMB,1,0,0,0,0.8115942028985507,1,0,2,1,1,1,1,1,1,2,1,0,0.019402985074626955,0.13541426263558734,0
0096-BXERS,0,0,1,0,0.04347826086956521,1,2,0,0,0,0,0,0,0,0,0,2,0.31940298507462694,0.0341276252019386,0
3806-YAZOV,0,0,0,0,0.48236602175280147,1,0,2,1,1,1,1,1,1,0,0,3,0.0054726368159204175,0.004292637895222717,0
7998-ZLXWN,0,0,1,0,0.17391304347826084,1,0,2,1,1,1,1,1,1,0,0,1,0.021890547263681615,0.036002769443803345,0
6253-WRFHY,1,0,1,1,0.14492753623188404,1,0,0,0,0,0,0,2,2,1,1,2,0.4626865671641791,0.09907108239095314,0
9133-AYJZG,0,0,0,0,0.28985507246376807,1,2,1,0,2,0,0,2,2,0,1,1,0.8004975124378111,0.25736210477729055,0
2675-OTVVJ,1,0,1,0,0.40579710144927533,1,2,1,2,0,0,0,2,0,0,0,2,0.7084577114427861,0.32181513962612507,0
8680-CGLTP,1,0,0,0,0.3768115942028985,1,0,0,2,2,0,2,0,0,1,1,2,0.4029850746268657,0.19356104315716594,0
8430-TWCBX,0,0,1,0,0.6666666666666666,1,0,2,1,1,1,1,1,1,1,0,1,0.024378109452736385,0.11692245557350561,0
5018-GWURO,0,0,1,0,0.7681159420289856,1,2,1,0,0,0,0,2,0,0,1,0,0.6701492537313433,0.5635818139856912,0
6741-QRLUP,0,0,0,0,0.8695652173913043,1,2,0,2,2,2,2,0,2,2,1,1,0.617412935323383,0.5742614816524348,0
4737-HOBAX,1,0,1,0,0.8695652173913043,1,2,0,0,0,2,2,2,2,2,0,1,0.6124378109452736,0.5787272097853682,0
0537-QYZZN,1,0,1,1,0.30434782608695643,1,2,1,2,0,0,0,0,0,0,1,2,0.6129353233830845,0.2122028617585968,0
3340-QBBFM,1,0,1,0,0.4782608695652173,1,0,0,0,0,2,2,0,0,1,0,1,0.35671641791044784,0.22779252250173088,0
1704-NRWYE,0,0,0,0,0.08695652173913042,1,0,1,0,0,0,0,2,0,0,1,2,0.6228855721393034,0.08456612047080544,1
2592-SEIFQ,1,0,0,0,0.48236602175280147,1,1,0,0,0,0,0,0,0,0,0,2,0.06467661691542292,0.005556196630509991,1
8200-KLNYW,0,0,1,0,0.26086956521739124,1,0,0,2,0,2,2,2,2,1,0,3,0.6233830845771144,0.19572467112854836,0
3372-CDXFJ,1,0,1,1,0.14492753623188404,1,2,2,1,1,1,1,1,1,1,0,0,0.06218905472636821,0.03747980613893373,0
4781-ZXYGU,1,0,1,1,0.4264026973998779,1,0,2,1,1,1,1,1,1,0,1,0,0.018905472636815968,0.00015578121393955424,0
7632-YUTXB,0,0,1,1,0.3188405797101449,1,0,2,1,1,1,1,1,1,1,0,3,0.017910447761194104,0.0578467574428802,0
2718-YSKCS,1,0,1,1,0.9855072463768115,1,0,2,1,1,1,1,1,1,2,1,0,0.01343283582089555,0.1579333025617355,0
9896-UYMIE,1,0,0,0,0.9130434782608694,1,2,1,2,2,2,2,2,2,1,1,0,0.9557213930348258,0.8498615278098314,0
0853-NWIFK,0,0,0,0,0.6086956521739131,1,0,1,2,2,0,0,2,2,1,1,2,0.8164179104477611,0.5152492499423031,0
8212-CRQXP,0,0,1,0,0.2753623188405797,1,0,1,0,0,0,0,2,0,0,1,1,0.6144278606965174,0.19474382644818833,0
6980-CDGFC,0,0,1,0,0.927536231884058,1,0,2,1,1,1,1,1,1,1,1,0,0.02587064676616918,0.15100392337872143,0
7691-XVTZH,0,0,1,0,0.9420289855072463,1,2,1,0,0,2,0,2,0,2,1,0,0.7134328358208956,0.6872259404569583,0
7481-ATQQS,0,0,0,0,0.6666666666666666,1,2,1,0,0,2,0,0,2,0,1,1,0.7223880597014924,0.5189303023309486,1
2277-VWCNI,0,0,0,0,0.01449275362318841,1,2,0,0,0,0,0,0,0,0,0,3,0.3034825870646766,0.018584121855527325,0
1088-CNNKB,1,0,1,0,0.8695652173913043,1,2,0,2,2,2,2,0,2,1,0,1,0.6144278606965174,0.5794368797599816,0
